udi,timestamp,machine_id,product_id,machine_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,thermal_delta_k,power_w,hazard,dominant_mode,machine_failure,twf,hdf,pwf,osf,osp,tol,rnf
895,2025-12-13 18:00:00,BLR-03,M47894,M,301.0,311.8,2104,35.9,12,10.74,7919.0,0.0055,rnf,0,0,0,0,0,0,0,0
896,2025-12-14 00:00:00,BLR-03,M47895,M,300.4,310.0,2000,33.9,127,9.62,7089.4,0.0046,rnf,0,0,0,0,0,0,0,0
897,2025-12-14 06:00:00,CRS-08,L47896,L,300.6,310.9,1579,38.8,85,10.36,6414.7,0.0069,rnf,0,0,0,0,0,0,0,0
898,2025-12-14 12:00:00,CRS-08,L47897,L,302.2,311.5,1168,37.8,253,9.28,4625.0,0.9563,twf,1,1,0,0,0,0,0,0
899,2025-12-14 18:00:00,PKR-09,L47898,L,302.1,312.2,1213,40.9,105,10.07,5197.3,0.0303,hdf,0,0,0,0,0,0,0,0
900,2025-12-15 00:00:00,PKR-09,L47899,L,303.0,314.9,1168,45.5,63,11.92,5566.8,0.0288,tol,0,0,0,0,0,0,0,0
901,2025-12-15 06:00:00,CRS-08,L47900,L,302.3,312.0,1859,33.0,29,9.65,6431.2,0.0044,rnf,0,0,0,0,0,0,0,0
902,2025-12-15 12:00:00,CRS-08,L47901,L,302.1,312.5,1313,41.9,76,10.38,5767.5,0.0191,tol,0,0,0,0,0,0,0,0
903,2025-12-15 18:00:00,CRS-08,L47902,L,302.4,310.9,2161,25.3,48,8.43,5720.6,0.0043,rnf,0,0,0,0,0,0,0,0
904,2025-12-16 00:00:00,CRS-08,L47903,L,302.5,314.1,1974,38.6,53,11.52,7973.5,0.007,rnf,0,0,0,0,0,0,0,0
905,2025-12-16 06:00:00,KLN-02,H47904,H,301.9,311.4,2886,12.2,49,9.52,3684.9,0.9471,osp,1,0,0,0,0,1,0,0
906,2025-12-16 12:00:00,FAN-07,M47905,M,301.2,312.3,2886,14.3,91,11.05,4307.5,0.9012,osp,1,0,0,0,0,1,0,0
907,2025-12-16 18:00:00,PKR-09,L47906,L,301.8,311.7,1168,36.5,74,9.88,4458.9,0.0467,hdf,0,0,0,0,0,0,0,0
908,2025-12-17 00:00:00,PKR-09,L47907,L,302.5,313.1,1168,51.4,71,10.61,6285.5,0.1578,tol,0,0,0,0,0,0,0,0
909,2025-12-17 06:00:00,PKR-09,L47908,L,303.4,314.1,2626,20.2,72,10.67,5552.1,0.7599,osp,1,0,0,0,0,1,0,0
910,2025-12-17 12:00:00,PKR-09,L47909,L,304.4,313.9,2491,26.3,12,9.55,6865.9,0.2238,osp,0,0,0,0,0,0,0,0
911,2025-12-17 18:00:00,FAN-07,M47910,M,304.2,315.3,1590,42.4,15,11.09,7059.4,0.0129,tol,0,0,0,0,0,0,0,0
912,2025-12-18 00:00:00,CLC-06,M47911,M,303.8,313.0,1168,59.5,25,9.24,7273.2,0.7371,tol,1,0,0,0,0,0,1,0
913,2025-12-18 06:00:00,RMM-04,H47912,H,304.5,315.2,1584,42.2,15,10.78,7001.9,0.0125,tol,0,0,0,0,0,0,0,0
914,2025-12-18 12:00:00,RMM-04,H47913,H,304.7,314.3,1414,47.7,16,9.61,7065.1,0.0887,tol,0,0,0,0,0,0,0,0
915,2025-12-18 18:00:00,KLN-01,H47914,H,303.7,314.1,1352,36.3,63,10.35,5138.8,0.0125,hdf,0,0,0,0,0,0,0,0
916,2025-12-19 00:00:00,RMM-04,H47915,H,302.8,312.3,1631,30.9,81,9.54,5270.2,0.0049,rnf,0,0,0,0,0,0,0,0
917,2025-12-19 06:00:00,PKR-09,L47916,L,303.0,313.0,1168,62.3,58,10.05,7620.7,0.8013,tol,0,0,0,0,0,0,1,0
918,2025-12-19 12:00:00,CRS-08,L47917,L,302.7,311.6,1710,32.8,75,8.93,5865.6,0.0048,rnf,0,0,0,0,0,0,0,0
919,2025-12-19 18:00:00,PKR-09,L47918,L,302.5,312.7,2886,23.7,149,10.25,7147.8,0.8997,osp,1,0,0,0,0,1,0,0
920,2025-12-20 00:00:00,PKR-09,L47919,L,303.1,313.1,2886,22.3,39,10.04,6748.9,0.8997,osp,1,0,0,0,0,1,0,0
921,2025-12-20 06:00:00,CRS-08,L47920,L,303.4,312.9,1168,40.1,147,9.46,4901.0,0.1208,hdf,0,0,0,0,0,0,0,0
922,2025-12-20 12:00:00,CLC-06,M47921,M,304.1,314.0,1168,49.4,121,9.94,6044.6,0.116,tol,0,0,0,0,0,0,0,0
923,2025-12-20 18:00:00,FAN-07,M47922,M,302.5,312.7,1168,37.6,80,10.13,4603.6,0.0252,hdf,0,0,0,0,0,0,0,0
924,2025-12-21 00:00:00,CRS-08,L47923,L,302.6,311.9,2886,21.2,50,9.38,6418.5,0.8997,osp,0,0,0,0,0,1,0,0
925,2025-12-21 06:00:00,CRS-08,L47924,L,302.9,312.7,2077,29.2,73,9.87,6356.0,0.0042,rnf,0,0,0,0,0,0,0,0
926,2025-12-21 12:00:00,CRS-08,L47925,L,301.7,310.7,1322,53.2,100,8.99,7362.3,0.4594,hdf,0,0,0,0,0,0,0,0
927,2025-12-21 18:00:00,CRS-08,L47926,L,301.1,313.5,2247,30.3,183,12.35,7138.0,0.0439,twf,0,0,0,0,0,0,0,0
928,2025-12-22 00:00:00,CML-05,M47927,M,300.5,311.5,1725,43.1,73,11.06,7779.2,0.0152,tol,0,0,0,0,0,0,0,0
929,2025-12-22 06:00:00,PKR-09,L47928,L,300.5,310.7,2224,30.3,34,10.27,7061.4,0.0053,rnf,0,0,0,0,0,0,0,0
930,2025-12-22 12:00:00,BLR-03,M47929,M,301.5,312.7,1302,39.7,17,11.17,5412.2,0.0084,rnf,0,0,0,0,0,0,0,0
931,2025-12-22 18:00:00,PKR-09,L47930,L,302.8,310.8,2237,24.9,18,8.02,5835.7,0.0055,rnf,0,0,0,0,0,0,0,0
932,2025-12-23 00:00:00,CRS-08,L47931,L,302.1,309.5,1511,41.1,42,7.44,6502.6,0.0938,hdf,0,0,0,0,0,0,0,0
933,2025-12-23 06:00:00,PKR-09,L47932,L,302.3,311.9,1183,44.1,39,9.6,5460.5,0.0955,hdf,0,0,0,0,0,0,0,0
934,2025-12-23 12:00:00,CML-05,M47933,M,302.6,309.9,1726,43.5,68,7.35,7868.0,0.0179,tol,0,0,0,0,0,0,0,0
935,2025-12-23 18:00:00,CML-05,M47934,M,302.7,312.4,1480,30.1,52,9.76,4657.8,0.0144,hdf,0,0,0,0,0,0,0,0
936,2025-12-24 00:00:00,PKR-09,L47935,L,302.8,313.0,1684,36.2,19,10.21,6390.4,0.0052,rnf,0,0,0,0,0,0,0,0
937,2025-12-24 06:00:00,RMM-04,H47936,H,302.8,313.7,1435,45.9,80,10.92,6900.3,0.0327,tol,0,0,0,0,0,0,0,0
938,2025-12-24 12:00:00,CRS-08,L47937,L,303.8,312.7,1426,37.7,70,8.86,5624.8,0.1741,hdf,0,0,0,0,0,0,0,0
939,2025-12-24 18:00:00,CML-05,M47938,M,304.3,314.7,1387,36.8,27,10.4,5350.8,0.0104,hdf,0,0,0,0,0,0,0,0
940,2025-12-25 00:00:00,CRS-08,L47939,L,303.3,313.4,1168,60.9,37,10.01,7453.5,0.7534,tol,1,0,0,0,0,0,1,0
941,2025-12-25 06:00:00,PKR-09,L47940,L,303.7,314.0,2261,29.5,149,10.35,6993.4,0.0071,rnf,0,0,0,0,0,0,0,0
942,2025-12-25 12:00:00,FAN-07,M47941,M,304.1,313.5,1168,58.5,99,9.48,7153.3,0.6561,tol,1,0,0,0,0,0,1,0
943,2025-12-25 18:00:00,PKR-09,L47942,L,304.0,315.4,1783,32.5,253,11.38,6076.0,0.9034,twf,1,1,0,0,0,0,0,0
944,2025-12-26 00:00:00,CRS-08,L47943,L,304.6,314.5,1498,47.2,48,9.9,7405.1,0.0506,tol,0,0,0,0,0,0,0,0
945,2025-12-26 06:00:00,PKR-09,L47944,L,304.4,316.2,1297,47.8,51,11.77,6491.5,0.0553,tol,0,0,0,0,0,0,0,0
946,2025-12-26 12:00:00,PKR-09,L47945,L,304.3,313.5,2008,34.4,75,9.21,7231.6,0.0046,rnf,0,0,0,0,0,0,0,0
947,2025-12-26 18:00:00,BLR-03,M47946,M,304.1,314.8,2886,18.3,76,10.74,5522.0,0.8997,osp,0,0,0,0,0,1,0,0
948,2025-12-27 00:00:00,CLC-06,M47947,M,302.5,312.4,2886,18.3,59,9.94,5538.3,0.8997,osp,1,0,0,0,0,1,0,0
949,2025-12-27 06:00:00,CLC-06,M47948,M,302.3,312.0,2115,33.2,84,9.67,7361.8,0.0045,rnf,0,0,0,0,0,0,0,0
950,2025-12-27 12:00:00,PKR-09,L47949,L,301.7,312.3,1168,45.8,41,10.63,5600.5,0.035,tol,0,0,0,0,0,0,0,0
951,2025-12-27 18:00:00,CRS-08,L47950,L,300.8,310.5,2232,28.1,58,9.7,6577.8,0.0054,rnf,0,0,0,0,0,0,0,0
952,2025-12-28 00:00:00,CRS-08,L47951,L,301.7,309.1,1239,41.1,215,7.34,5328.1,0.961,hdf,1,1,1,0,0,0,0,0
953,2025-12-28 06:00:00,CRS-08,L47952,L,302.0,308.9,2192,23.8,106,6.94,5453.8,0.0046,rnf,0,0,0,0,0,0,0,0
954,2025-12-28 12:00:00,CRS-08,L47953,L,301.8,313.1,1168,37.4,27,11.27,4577.8,0.0089,rnf,0,0,0,0,0,0,0,0
955,2025-12-28 18:00:00,RMM-04,H47954,H,301.3,312.0,1973,27.4,28,10.71,5658.1,0.0041,rnf,0,0,0,0,0,0,0,0
956,2025-12-29 00:00:00,CLC-06,M47955,M,301.4,313.3,1627,39.1,40,11.89,6668.8,0.007,rnf,0,0,0,0,0,0,0,0
957,2025-12-29 06:00:00,FAN-07,M47956,M,302.0,312.0,1641,34.5,94,9.98,5925.7,0.0048,rnf,0,0,0,0,0,0,0,0
958,2025-12-29 12:00:00,CRS-08,L47957,L,301.4,310.1,2886,7.4,57,8.71,2235.9,0.99,pwf,1,0,0,1,0,1,0,0
959,2025-12-29 18:00:00,PKR-09,L47958,L,301.3,310.8,1270,32.8,161,9.58,4364.7,0.095,hdf,0,0,0,0,0,0,0,0
960,2025-12-30 00:00:00,CRS-08,L47959,L,301.8,311.8,2755,29.7,93,10.01,8574.0,0.8921,osp,1,0,0,0,0,1,0,0
961,2025-12-30 06:00:00,PKR-09,L47960,L,300.4,309.4,2393,25.5,60,8.99,6401.4,0.0401,osp,0,0,0,0,0,0,0,0
962,2025-12-30 12:00:00,CRS-08,L47961,L,300.3,311.9,1168,51.9,113,11.65,6349.3,0.1777,tol,1,0,0,0,0,0,0,0
963,2025-12-30 18:00:00,PKR-09,L47962,L,300.0,312.2,2805,21.1,135,12.24,6199.7,0.8965,osp,1,0,0,0,0,1,0,0
964,2025-12-31 00:00:00,PKR-09,L47963,L,299.9,310.4,2886,15.8,129,10.48,4767.7,0.8997,osp,1,0,0,0,0,1,0,0
965,2025-12-31 06:00:00,KLN-02,H47964,H,299.6,309.6,2451,22.1,134,9.99,5661.2,0.1141,osp,1,0,0,0,0,0,0,0
966,2025-12-31 12:00:00,PKR-09,L47965,L,299.7,308.4,1168,50.1,27,8.71,6123.2,0.5623,hdf,1,0,1,0,0,0,0,0
967,2025-12-31 18:00:00,RMM-04,H47966,H,301.0,312.6,2787,31.6,8,11.55,9231.2,0.9616,osp,1,0,0,1,0,1,0,0
968,2026-01-01 00:00:00,PKR-09,L47967,L,300.7,310.8,1168,56.5,31,10.08,6907.6,0.4836,tol,1,0,0,0,0,0,0,0
969,2026-01-01 06:00:00,PKR-09,L47968,L,300.9,310.6,1797,30.6,94,9.71,5755.5,0.0042,rnf,0,0,0,0,0,0,0,0
970,2026-01-01 12:00:00,PKR-09,L47969,L,302.2,312.7,1168,45.5,78,10.48,5569.8,0.0351,tol,1,0,0,0,0,0,0,0
971,2026-01-01 18:00:00,PKR-09,L47970,L,301.7,311.1,1168,51.4,69,9.41,6287.2,0.2615,tol,1,0,0,0,0,0,0,0
972,2026-01-02 00:00:00,CRS-08,L47971,L,302.8,313.0,1349,45.0,30,10.15,6351.8,0.0376,tol,0,0,0,0,0,0,0,0
973,2026-01-02 06:00:00,CRS-08,L47972,L,302.6,311.2,1339,24.9,57,8.56,3487.6,0.8631,pwf,0,0,1,1,0,0,0,0
974,2026-01-02 12:00:00,RMM-04,H47973,H,303.7,314.8,1900,29.6,93,11.09,5896.3,0.0041,rnf,0,0,0,0,0,0,0,0
975,2026-01-02 18:00:00,CRS-08,L47974,L,304.0,313.9,1337,52.9,32,9.9,7401.2,0.2486,tol,0,0,0,0,0,0,0,0
976,2026-01-03 00:00:00,FAN-07,M47975,M,303.9,315.1,1559,21.9,96,11.16,3570.7,0.6343,pwf,1,0,0,1,0,0,0,0
977,2026-01-03 06:00:00,PKR-09,L47976,L,303.7,312.8,1168,69.1,73,9.1,8457.9,0.919,tol,1,0,0,0,0,0,1,0
978,2026-01-03 12:00:00,CRS-08,L47977,L,303.0,312.9,1168,60.2,112,9.86,7357.6,0.7228,tol,1,0,0,0,0,0,1,0
979,2026-01-03 18:00:00,CRS-08,L47978,L,302.9,311.7,1286,41.6,88,8.79,5594.6,0.4371,hdf,1,0,0,0,0,0,0,0
980,2026-01-04 00:00:00,CRS-08,L47979,L,303.3,314.1,2038,24.8,103,10.76,5282.2,0.0041,rnf,0,0,0,0,0,0,0,0
981,2026-01-04 06:00:00,KLN-01,H47980,H,303.1,312.2,1308,33.3,34,9.12,4561.0,0.2327,hdf,0,0,0,0,0,0,0,0
982,2026-01-04 12:00:00,CML-05,M47981,M,302.7,312.2,2886,30.4,46,9.51,9185.8,0.9574,osp,1,0,0,1,0,1,0,0
983,2026-01-04 18:00:00,CLC-06,M47982,M,302.4,312.4,1368,35.3,85,10.0,5059.5,0.0233,hdf,0,0,0,0,0,0,0,0
984,2026-01-05 00:00:00,PKR-09,L47983,L,302.9,313.0,1168,41.0,84,10.12,5017.9,0.0276,hdf,0,0,0,0,0,0,0,0
985,2026-01-05 06:00:00,PKR-09,L47984,L,303.6,311.9,1168,45.1,15,8.29,5515.0,0.7378,hdf,1,0,1,0,0,0,0,0
986,2026-01-05 12:00:00,KLN-02,H47985,H,302.9,312.7,1703,34.6,37,9.77,6172.0,0.0047,rnf,0,0,0,0,0,0,0,0
987,2026-01-05 18:00:00,PKR-09,L47986,L,302.3,313.1,1550,29.8,52,10.8,4832.6,0.0047,rnf,0,0,0,0,0,0,0,0
988,2026-01-06 00:00:00,CRS-08,L47987,L,302.4,312.0,1415,42.0,94,9.62,6223.3,0.0464,hdf,0,0,0,0,0,0,0,0
989,2026-01-06 06:00:00,PKR-09,L47988,L,303.3,313.1,2886,24.5,80,9.78,7418.4,0.8997,osp,1,0,0,0,0,1,0,0
990,2026-01-06 12:00:00,FAN-07,M47989,M,303.9,314.0,1168,51.9,84,10.16,6343.5,0.1881,tol,0,0,0,0,0,0,0,0
991,2026-01-06 18:00:00,CML-05,M47990,M,302.8,312.7,1168,38.7,68,9.87,4738.4,0.0438,hdf,0,0,0,0,0,0,0,0
992,2026-01-07 00:00:00,CLC-06,M47991,M,302.4,311.4,1700,36.4,156,8.97,6482.8,0.0071,rnf,0,0,0,0,0,0,0,0
993,2026-01-07 06:00:00,FAN-07,M47992,M,301.7,311.6,1168,65.5,188,9.96,8017.5,0.9851,osf,1,0,0,0,1,0,1,0
994,2026-01-07 12:00:00,CRS-08,L47993,L,301.4,312.4,1420,39.2,124,10.99,5823.4,0.0078,rnf,0,0,0,0,0,0,0,0
995,2026-01-07 18:00:00,KLN-01,H47994,H,302.4,311.3,2886,21.8,6,8.95,6576.8,0.8997,osp,1,0,0,0,0,1,0,0
996,2026-01-08 00:00:00,PKR-09,L47995,L,301.3,307.0,2308,28.3,21,5.71,6846.3,0.0105,osp,0,0,0,0,0,0,0,0
997,2026-01-08 06:00:00,BLR-03,M47996,M,300.1,308.7,1168,51.6,96,8.62,6315.6,0.6365,hdf,1,0,1,0,0,0,0,0
998,2026-01-08 12:00:00,PKR-09,L47997,L,299.5,310.5,2657,29.0,64,10.94,8079.2,0.8214,osp,1,0,0,0,0,1,0,0
999,2026-01-08 18:00:00,KLN-01,H47998,H,299.8,309.7,2886,21.5,115,9.91,6498.6,0.8997,osp,1,0,0,0,0,1,0,0
1000,2026-01-09 00:00:00,CRS-08,L47999,L,300.2,309.3,1625,43.9,61,9.15,7465.9,0.0204,tol,0,0,0,0,0,0,0,0
1001,2026-01-09 06:00:00,PKR-09,L48000,L,300.5,310.6,1561,42.9,119,10.09,7018.5,0.0154,tol,0,0,0,0,0,0,0,0
1002,2026-01-09 12:00:00,PKR-09,L48001,L,301.2,310.0,1938,30.4,87,8.8,6165.5,0.0042,rnf,0,0,0,0,0,0,0,0
1003,2026-01-09 18:00:00,PKR-09,L48002,L,300.0,308.9,1667,27.4,60,8.97,4783.0,0.0058,rnf,0,0,0,0,0,0,0,0
1004,2026-01-10 00:00:00,PKR-09,L48003,L,300.8,309.3,1381,51.0,115,8.54,7376.9,0.485,hdf,0,0,0,0,0,0,0,0
1005,2026-01-10 06:00:00,CLC-06,M48004,M,300.5,309.5,2886,13.4,253,8.93,4039.8,0.9905,osp,1,1,0,0,0,1,0,0
1006,2026-01-10 12:00:00,PKR-09,L48005,L,301.0,312.3,1191,46.0,41,11.36,5732.0,0.033,tol,0,0,0,0,0,0,0,0
1007,2026-01-10 18:00:00,RMM-04,H48006,H,300.0,309.3,1320,41.3,160,9.27,5710.3,0.1708,hdf,0,0,0,0,0,0,0,0
1008,2026-01-11 00:00:00,PKR-09,L48007,L,300.0,310.5,1168,57.4,21,10.47,7016.1,0.541,tol,0,0,0,0,0,0,1,0
1009,2026-01-11 06:00:00,BLR-03,M48008,M,300.2,309.4,1511,46.1,28,9.16,7291.7,0.0553,tol,0,0,0,0,0,0,0,0
1010,2026-01-11 12:00:00,PKR-09,L48009,L,301.0,311.7,2127,30.7,90,10.76,6836.6,0.0043,rnf,0,0,0,0,0,0,0,0
1011,2026-01-11 18:00:00,FAN-07,M48010,M,299.8,308.8,1168,56.8,67,8.97,6950.2,0.6669,tol,1,0,0,0,0,0,0,0
1012,2026-01-12 00:00:00,PKR-09,L48011,L,299.9,309.9,2266,25.1,102,10.04,5954.0,0.0067,rnf,0,0,0,0,0,0,0,0
1013,2026-01-12 06:00:00,CRS-08,L48012,L,299.1,309.2,1336,35.3,94,10.05,4943.2,0.0235,hdf,0,0,0,0,0,0,0,0
1014,2026-01-12 12:00:00,RMM-04,H48013,H,299.5,309.9,1168,39.3,133,10.34,4810.1,0.0172,hdf,0,0,0,0,0,0,0,0
1015,2026-01-12 18:00:00,CRS-08,L48014,L,300.1,310.7,2886,3.0,50,10.63,906.7,0.99,pwf,1,0,0,1,0,1,0,0
1016,2026-01-13 00:00:00,CRS-08,L48015,L,301.0,310.4,1168,47.7,61,9.41,5831.1,0.1752,hdf,0,0,0,0,0,0,0,0
1017,2026-01-13 06:00:00,CML-05,M48016,M,300.5,311.2,1168,49.8,160,10.69,6093.4,0.1087,tol,0,0,0,0,0,0,0,0
1018,2026-01-13 12:00:00,BLR-03,M48017,M,301.1,313.3,1168,55.7,57,12.14,6809.3,0.4128,tol,1,0,0,0,0,0,0,0
1019,2026-01-13 18:00:00,PKR-09,L48018,L,302.0,310.4,2886,19.8,120,8.37,5973.2,0.8997,osp,1,0,0,0,0,1,0,0
1020,2026-01-14 00:00:00,PKR-09,L48019,L,300.8,309.9,1557,35.5,82,9.16,5785.0,0.0135,hdf,0,0,0,0,0,0,0,0
1021,2026-01-14 06:00:00,CML-05,M48020,M,301.1,310.9,1585,35.1,109,9.76,5823.7,0.0058,rnf,0,0,0,0,0,0,0,0
1022,2026-01-14 12:00:00,CLC-06,M48021,M,301.7,311.3,1168,52.6,26,9.58,6439.4,0.278,tol,1,0,0,0,0,0,0,0
1023,2026-01-14 18:00:00,RMM-04,H48022,H,301.4,311.1,1412,39.5,37,9.67,5841.2,0.0392,hdf,0,0,0,0,0,0,0,0
1024,2026-01-15 00:00:00,CRS-08,L48023,L,300.5,309.2,1168,53.7,124,8.7,6573.3,0.6515,hdf,1,0,1,0,0,0,0,0
1025,2026-01-15 06:00:00,FAN-07,M48024,M,301.1,312.5,1536,45.6,70,11.4,7334.1,0.0293,tol,0,0,0,0,0,0,0,0
1026,2026-01-15 12:00:00,CRS-08,L48025,L,300.2,308.8,1237,46.3,114,8.58,5995.8,0.595,hdf,1,0,1,0,0,0,0,0
1027,2026-01-15 18:00:00,RMM-04,H48026,H,300.1,309.9,1210,48.7,82,9.8,6168.4,0.1127,tol,0,0,0,0,0,0,0,0
1028,2026-01-16 00:00:00,CRS-08,L48027,L,300.1,311.1,1168,48.7,103,11.05,5960.9,0.0739,tol,0,0,0,0,0,0,0,0
1029,2026-01-16 06:00:00,FAN-07,M48028,M,300.6,310.5,1168,45.2,10,9.97,5527.4,0.0534,hdf,0,0,0,0,0,0,0,0
1030,2026-01-16 12:00:00,CRS-08,L48029,L,300.1,309.1,2886,14.8,27,9.02,4468.2,0.9002,osp,0,0,0,0,0,1,0,0
1031,2026-01-16 18:00:00,PKR-09,L48030,L,299.6,308.3,1168,29.2,132,8.65,3570.5,0.8335,pwf,1,0,1,1,0,0,0,0
1032,2026-01-17 00:00:00,CML-05,M48031,M,299.7,309.5,1321,55.2,51,9.77,7639.1,0.4068,tol,0,0,0,0,0,0,0,0
1033,2026-01-17 06:00:00,CRS-08,L48032,L,300.4,309.7,2412,26.2,115,9.24,6613.6,0.0568,osp,0,0,0,0,0,0,0,0
1034,2026-01-17 12:00:00,KLN-02,H48033,H,301.9,312.1,2886,10.5,35,10.21,3166.0,0.9875,osp,1,0,0,1,0,1,0,0
1035,2026-01-17 18:00:00,PKR-09,L48034,L,300.8,309.4,1168,47.8,3,8.6,5843.0,0.6001,hdf,0,0,1,0,0,0,0,0
1036,2026-01-18 00:00:00,BLR-03,M48035,M,301.0,311.8,2479,32.0,80,10.81,8311.5,0.1889,osp,0,0,0,0,0,0,0,0
1037,2026-01-18 06:00:00,CRS-08,L48036,L,300.2,310.3,2886,18.1,38,10.12,5455.8,0.8997,osp,1,0,0,0,0,1,0,0
1038,2026-01-18 12:00:00,PKR-09,L48037,L,300.9,311.0,1659,33.7,98,10.19,5860.8,0.0046,rnf,0,0,0,0,0,0,0,0
1039,2026-01-18 18:00:00,CRS-08,L48038,L,300.2,311.6,1168,57.0,177,11.44,6977.1,0.8564,osf,1,0,0,0,1,0,1,0
1040,2026-01-19 00:00:00,PKR-09,L48039,L,299.7,309.3,1634,30.5,38,9.56,5220.2,0.0048,rnf,0,0,0,0,0,0,0,0
1041,2026-01-19 06:00:00,PKR-09,L48040,L,299.3,308.6,1885,31.3,56,9.27,6169.9,0.0042,rnf,0,0,0,0,0,0,0,0
1042,2026-01-19 12:00:00,FAN-07,M48041,M,299.3,308.8,1706,29.0,40,9.45,5186.5,0.0043,rnf,0,0,0,0,0,0,0,0
1043,2026-01-19 18:00:00,CML-05,M48042,M,299.6,309.4,1168,53.4,32,9.81,6526.9,0.2875,tol,0,0,0,0,0,0,0,0
1044,2026-01-20 00:00:00,FAN-07,M48043,M,299.9,309.8,2584,23.1,97,9.91,6243.0,0.626,osp,1,0,0,0,0,1,0,0
1045,2026-01-20 06:00:00,CRS-08,L48044,L,299.9,309.1,1698,33.1,108,9.17,5889.7,0.0048,rnf,0,0,0,0,0,0,0,0
1046,2026-01-20 12:00:00,CRS-08,L48045,L,299.0,307.0,1168,55.5,33,7.98,6794.3,0.8943,hdf,1,0,1,0,0,0,0,0
1047,2026-01-20 18:00:00,CRS-08,L48046,L,299.6,309.0,1168,46.4,33,9.44,5672.2,0.151,hdf,0,0,0,0,0,0,0,0
1048,2026-01-21 00:00:00,CLC-06,M48047,M,299.6,309.9,1335,38.9,45,10.36,5435.4,0.0144,hdf,0,0,0,0,0,0,0,0
1049,2026-01-21 06:00:00,BLR-03,M48048,M,300.4,310.5,1828,26.5,77,10.14,5080.8,0.0041,rnf,0,0,0,0,0,0,0,0
1050,2026-01-21 12:00:00,PKR-09,L48049,L,299.9,311.1,1168,46.7,143,11.2,5706.4,0.0431,tol,0,0,0,0,0,0,0,0
1051,2026-01-21 18:00:00,FAN-07,M48050,M,298.8,310.8,1168,40.2,39,11.96,4915.1,0.0086,tol,0,0,0,0,0,0,0,0
1052,2026-01-22 00:00:00,CRS-08,L48051,L,298.9,309.6,2847,23.0,9,10.76,6845.3,0.8987,osp,1,0,0,0,0,1,0,0
1053,2026-01-22 06:00:00,PKR-09,L48052,L,299.8,311.2,2210,20.4,24,11.38,4716.8,0.0058,rnf,0,0,0,0,0,0,0,0
1054,2026-01-22 12:00:00,PKR-09,L48053,L,299.9,310.7,2088,27.7,44,10.77,6062.3,0.0041,rnf,0,0,0,0,0,0,0,0
1055,2026-01-22 18:00:00,CRS-08,L48054,L,299.8,311.5,1310,37.5,196,11.71,5143.4,0.1775,twf,0,0,0,0,0,0,0,0
1056,2026-01-23 00:00:00,CLC-06,M48055,M,299.2,311.1,2886,17.5,16,11.85,5286.8,0.8997,osp,1,0,0,0,0,1,0,0
1057,2026-01-23 06:00:00,KLN-02,H48056,H,300.4,311.4,1250,33.3,72,10.95,4357.6,0.017,pwf,0,0,0,0,0,0,0,0
1058,2026-01-23 12:00:00,PKR-09,L48057,L,299.7,310.4,2886,9.0,253,10.71,2719.9,0.999,osp,1,1,0,1,0,1,0,0
1059,2026-01-23 18:00:00,CRS-08,L48058,L,299.2,309.0,1829,34.9,26,9.79,6687.9,0.0047,rnf,0,0,0,0,0,0,0,0
1060,2026-01-24 00:00:00,BLR-03,M48059,M,299.7,309.6,1491,43.3,76,9.96,6763.0,0.0201,tol,0,0,0,0,0,0,0,0
1061,2026-01-24 06:00:00,KLN-01,H48060,H,298.4,308.1,1482,37.1,62,9.66,5752.1,0.0166,hdf,0,0,0,0,0,0,0,0
1062,2026-01-24 12:00:00,BLR-03,M48061,M,299.4,310.0,1608,38.2,78,10.62,6426.1,0.0062,rnf,0,0,0,0,0,0,0,0
1063,2026-01-24 18:00:00,CRS-08,L48062,L,299.9,309.1,1568,45.6,58,9.28,7487.9,0.0344,tol,0,0,0,0,0,0,0,0
1064,2026-01-25 00:00:00,FAN-07,M48063,M,300.5,310.3,1815,37.4,17,9.81,7106.4,0.0057,rnf,0,0,0,0,0,0,0,0
1065,2026-01-25 06:00:00,PKR-09,L48064,L,300.8,308.5,1431,44.4,108,7.64,6651.7,0.3518,hdf,1,0,0,0,0,0,0,0
1066,2026-01-25 12:00:00,KLN-01,H48065,H,300.7,312.4,1243,43.1,9,11.72,5607.2,0.0153,tol,0,0,0,0,0,0,0,0
1067,2026-01-25 18:00:00,PKR-09,L48066,L,299.9,309.7,1707,29.5,82,9.78,5278.3,0.0042,rnf,0,0,0,0,0,0,0,0
1068,2026-01-26 00:00:00,BLR-03,M48067,M,299.8,310.3,1224,56.3,65,10.46,7218.7,0.466,tol,1,0,0,0,0,0,0,0
1069,2026-01-26 06:00:00,CRS-08,L48068,L,299.2,310.6,1459,50.0,22,11.46,7642.6,0.1055,tol,0,0,0,0,0,0,0,0
1070,2026-01-26 12:00:00,PKR-09,L48069,L,299.5,309.8,1796,28.1,38,10.3,5285.1,0.0041,rnf,0,0,0,0,0,0,0,0
1071,2026-01-26 18:00:00,CML-05,M48070,M,300.1,311.6,1168,64.2,105,11.44,7849.9,0.8419,tol,0,0,0,0,0,0,1,0
1072,2026-01-27 00:00:00,CLC-06,M48071,M,301.1,309.9,1497,31.3,45,8.76,4906.6,0.0642,hdf,0,0,0,0,0,0,0,0
